text,gender,age,sarcasm
"блят, ну возьмите старый телефон со старой литий-йонкой и контроллером питания, да запихните в микроволновку.",2,21,0
"Да зацепило!!! Ты его цепляшь, а значицепляешь и меня!!!! Причину назвать?!!!!",1,19,0
"Как хорошо иметь плечо Надежное, родное. Как хорошо, что есть стена И я всегда в покое. Спасибо, милый, дорогой, Что в жизни всегда рядом. Ты для меня покой и жизнь, Наивысшая награда! Я поздравляю от души С великим юбилеем. Здоровья, счастья и любви. Мы всё с тобой имеем! Пусть счастьем светятся глаза, Чтоб радовался жизни. Ты — лучший муж, моя семья И смысл всей моей жизни!",1,47,0
"user, да те то пусть что хотят говорят) надо чтоб один сказал...) ну, а так, по идее реально никому не нужна:)",1,17,0
"дикобразики, все мочим этого петрова, он на самого Ящера бочку катит☝☝☝",2,26,1
Просто за 15 минут Так никто не может кроме одного человека...,2,20,0
могли б пускать на сектора только фанатов домашней команды и фанатов выездной команды и все!,2,25,0
"о Паша тоже там, вообще солидная делегация, надеюсь только все эти светлые идеи будут реализованы в жизни)",2,32,0
"борьба прогрессивного общества с невидимым дезодорантом положила конец расизму и, бонусом, лукизму. Я, конечно, понимаю, что леваки тупее плинтуса, но можно было отключить своего внутреннего расиста и хоть на секундочку предположить, что речь идет об одежде, а не о коже. Уж на рекламные ролики-то у них должно хватать мозга. Забавно, кстати, что нивеа даже не попытались оправдаться",2,24,1
"вот исполнение FA&D Waltz link (лучшее, что я мог найти, ибо почти все в интернетике считают, что, FADW - это то, что привдено в посте). А то, что в посте - тема под названием ""UN Owen Was Her"" из игры ""Touhou : The Embodiment of Scarlet Devil"", переложенная на пианину: link",2,22,0
"user, изопропил токсичен, также и метиловые спирты. вот дома еще бутылочка медицинского спирта лежит. тот пожалуйста!",2,32,0
"user, ну так если бы они хотели купить обычные тапки,то купили бы.А ты считаешь,что они легко и быстро вяжутся?",1,38,0
"Верю. Но дав стопроцентную скидку Вы бы увеличили посещаемость своей страници, конверсию и соответственно - к-во клиентов. Люди любят подарки и более эмоционально рекламировали бы Вас на фоне конкурентов, создавая эффект ""сарафанного радио"" =) (Юлиса, прошу прощения за ""мелочные люди"")",2,23,0
Дорогой Рамзан вы просто супер человек вы лучший станьте нашим президентом пожалуйста.Всей нашей странны.,2,34,0
"Ёб.ные пробки из тормозов - ехать час! Вбежал в метро один поезд ушёл прям передомной, следуйщий тупит и останавливается в тунелях!",2,30,0
"user, в Три поросёнка бывает охлажденный, или мясной магазин на углу красноармейской и володарского",1,35,0
"Я вижу и голубь- завиток волос, и ""мозг"" голубиный Маркса, вижу слева голубя- спасибо, друзья. Почему то вспомнила, как растраивалась в институте, что не смогла прочитать ""Капитал"" Маркса в полном объеме.",1,59,0
"Надеюсь они помахали им флажками))) Денис, хватит ересь насаждать. Не надоело?)))",2,41,1
"Всячески присоединяюсь к поздравлениям! А музыка недоступна для проигрывания в моем регионе, увы.. ;-(",2,47,0
"Дмитрий, читал только что. Мне тоже понравилось. И вообще... Нормальный такой ахрессор. Если перестанет кормить - помрут с голодухи. Будет голодомор версия 2.0. ""Самоголодомор""",2,36,0
"смотреть на крест нет, это как раз вполне понятный символ. Вот если бы над церковью вешали прибитое к кресту тело, было бы что-то наподобие.",2,24,0
"Не получается. Делать в он-лайне я ничего, кажется, не умею, а там, где тружусь сейчас, еще не всему научился)",2,35,0
Вы издеваетесь? Я только сегодня обсуждал написание фф где есть секс в авто.,2,24,0
"ветераны, которые на Красной площади, они какие-то непоследовательные...если они и правда боролись с фашизмом, то теперь что? он им понравился? жаль, что люди так позорятся на старости",2,24,0
"кто же ведёт этих людей?!) А ты сам не догадываешься, кто? А верить надо не в Бога, а Богу. В Бога, в глубине души, даже дураки и законченные атеисты верят. А вот поверить Богу - этому ещё научиться надо, если не родился с этой верой...",2,41,0
"user, Андрюша, Андрюша! Как же тебе не стыдно! Мама учила же писать со знаками препинания ! Целый вопрос и запятую пропустил, неужели это так сложно? Грамотей)))",2,25,1
после занятий ездила в Москву. работала за копейки по 4 часа в день,2,22,0
"ещё раз напишите про Момо,а то никто же не понял,что она там снималась",1,22,1
"Элез зделай обзор на стандарную пуху,будет весело как ты донатам в шишку убивать будеш!!",2,19,0
"самое лучшее средство от горла,помнению многих, это писюн, но я предпочитаю доктор МОМ",2,18,0
"user, умница, а вы знаете, что Лев Давидович Ландау, не мог жить и творить без ""свежих"" дам... да. тот самый лауреат нобелевской премии...один из создателей атомной и водородной бомб, атомной электростанции... и массы военных технологий нашей страны.... Вот и вы, в свое время помрете ... и кто о вас вспомнит? Голубушка? И поэты ""музу"" ищут...",2,70,0
"user, о интернет герой. Ты за словами следи школьник. С фэйковой страницы не страшно писать да? Лицом к лицу ты только в штанишки будешь писаться.",2,28,1
"user, и будем жить в 4 ром. Я, ты, Лера и Диана ❤❤❤❤",1,21,0
"Представляешь , они же сдохли)) их из воды вытащили и все.",1,28,0
"user, Да господи, обо мне речь? я вообще никому ничего давать не собираюсь, вопрос нормы. Тогда было одно, сейчас другое, речь же о статье приведенной выше, пример с возрастом - просто пример.",2,22,0
"Танечка, с праздником тебя!) Пускай в жизни будет как можно больше поводов для радости !)",1,28,0
"Да что клиники-мелочь.. Сколько бордюров меняет в эти тяжелые для страны дни, расскажи!",2,41,1
Отец Павел и вся твоя чета! Я вас благодарю за поздравление! И Вас я тоже поздравляю с праздником святых апостолов Петра и Павла!,2,26,0
"user, Роммеля забыли. Гонял всю их ""шайку"" по Африке, как вшивых по бане.",2,46,0
"user, поделитесь той травой, которую курите - я тоже хочу так гнать!",2,42,1
"То ли там работают плохо, то ли просто нет, но там ничего не нашли.",2,18,0
"Да мы всю жизнь на ней, а толку с гулькен .....",1,39,0
"user, Я не думаю что это бот. Однако если человек не хочет верить тому что я изложил выше, то пусть так и будет. Главное что бы другие не поверили в его бредни. Я думаю что он человек который заблуждается.",2,17,0
Тазик куплен еще при Брежневе 45 лет служит для варки варенья,1,70,0
Родители сходите к директору и поговорите с ним об этом моразме.,2,41,0
Дай бог тем кто обгоняет по обочине на своём пути встречать дпс и прочую нечесть через каждые 5 метров! Аминь!,2,26,0
Красные? Должны ж быть чёрные. Хотя это не толерантно. Африканские точнее,1,38,0
Скорее всего к тому времени и стыда у нас уже не будет.,2,44,0
"Гигант! Никто в мире не может с ним сравниться! Воспитанник КГБ, КПСС. Гвозди бы делать из таких людей...",2,68,0
"Автор, вы похоже тоже йобнулись умом раз додумались скопировать и выложить фото. Могли бы высказать ваше недовольство, знакомой ,в личных сообщениях,а не обливать ее грязью здесь, на всеобщее обозрение.",1,33,0
"Я долго думал , что тебе ответить , но не понимаю как с такими как вы вести диалог. Во первый в посте речь О ПОЛЬЗЕ ПЛАНЕТЕ. Если твоё мировозрение заканчивается бутылкой ЯГИ с ПАЦАНЧИКАМИ в падике , то прошу тебя , не высирай в ИНТЕРНЕТАХ своё мнение. ГЛ",2,25,0
"Спасибо Вам огромное! За доверие и такие теплые слова! Вы тоже остались в моем сердце навсегда, и дети ваши и вы все, просто замечательные, стильные и целеустремленные, просто крутые. Всегда рада вам, и если будете в Минске, обязательно звоните и на чашечку кофе!!!! Пишите!!!!Звоните!!!!",1,39,0
"Здравствуйте. Нaстало время подвести итог розыгрыша, где мы разыгрывали крутые призы. Среди которых был смартфон iPhone 6 PLus, который вы сегодня выиграли! От всей души поздравляем и желаем всего наилучшего. Чтобы получить смартфон кликай: #569fdgLfs6",2,26,0
"user, чего ты ведешься на этого навозника, пускай он ковыряется в этом дерьме сам",2,28,0
"Ana, потому что хостелы делать в жилых помещения нельзя. При чем тут его налоги?",1,34,0
"user, а раз уж до того дошло,то абсолютно не согласен с подобными высказываниями. Жить по канонам серой массы? М,неплохо-неплохо",2,20,0
"user, прости,мне глубоко насрать на пробелы после запятой,а вот у тебя в мозгах пробел имеется,лучше книжки почитай,малыш,начни с ""Колобка"",твой уровень.",2,19,0
Чудо - девочки! Пусть растут здоровыми и счастливыми на радость мамам и папам!,1,59,0
"Земфира, с праздником поздравляю! Желаю Вам праздничного настроения, улыбок, тепла, удачи во всем!!!",1,59,0
"user, ну да я хуевый. Я Кащенко с маленькой буквы не пишу.",2,40,1
"user, надо стараться...,жизнь она длятого и дана чтобы делать смелые шаги.....и не зацикливаться на одном!!!!!✌✌✌",1,27,0
"Поздравляю Вас с вашей сапфировой годовщиной, с 45-летием семейной жизни. Желаю, чтобы счастье, которое вы построили за эти 45 лет, было долговечным, прочным и твердым, как драгоценный сапфир, чтобы, несмотря на возраст, ваши глаза по-прежнему сияли сапфировым блеском любви и влюбленности. Здоровья вашей семье, всех добрых благ и много радостных моментов.",1,45,0
"Ага, ну прямо самый южный юг... Ты б еще на море предложил съездить.. На Баренцево...",1,24,1
Да хватит. Священники нашлись. Отдыхают люди. На себя посмотрите. Ханжеством тут занимаетесь.,2,51,1
"Круто пацаны лето отменяется, ледниковый период щас будет, вот это пушка обнова",2,20,1
"user, это легко исправить, обращайся. Кстати с парашютом ты прыгал?) Помню тоже интересовался...",2,34,0
"user, ну ты же у нас эксперт в сфере экономики, не я",2,21,1
"Пренеприятнейший сюрприз поджидал в этом году губернатора Петербурга. Оказывается, в отличие от Канарских островов, снег в этом чертовом городе идет каждую зиму!",2,27,1
"В стиле ""раньше трава была зеленее"". ИМХО, все сезоны ТБВ — шедевры",2,18,0
"user, ой чтобы танцевать на банной стойке нужно не мало выпить",2,22,0
"user, твой крутой воин не пришел.Вчера отмалчивался на вопрос в личку.Сегодня устроил здесь показательную истерику.Я в курсе что вы с ним были на одной стороне тогдашнего срача,но в реальности ты сейчас вписываешься за трусливое говно.Просто знай это.",2,27,0
"Брал кофту, пришла в целости и сохранности, отзывчивый продавец, буду брать вещи ещё, все без обмана. Советую",2,22,0
"user, хоть бы один участник обсуждения написал: ""Николай, действительно, покажи ему ВБ и он от тебя отстанет"". Нет, мля сотни тонн говна на меня вылили, 200 раз обозвали последними словами, попутно обосрали армию и людей сходивших туда. Хорошие соратники у Коленьки. Конструктивно диалог ведут.",2,40,1
"ахахахах) ей просто делать нечего и она еще не представляет,что ее ждет:)",1,16,0
"Наша сказка состоится 29 - 30 го декабря 2-3-4-5 го. января В Доме Актёра (Карла Маркса 19) начало 11 и 13 00. После сказки небольшая игровая программа с участием Снегурочки и Деда Мороза. сказка для семейного просмотра. Ждем ваших детей и вас. (билеты на кассе театра ""Творческая Мастерская"") В сказке участвуют Актёры ТМ и Содружества ""А"" Как всегда мы рады предложить вам новое увлекательное путешествие в сказку.",2,47,0
"user, подвергните меня остракизму, а то я сейчас пойду приключения искать",2,50,0
"Артур Олегович!А ведь вам удалось сделать главное!!!Сплотить людей!Посмотрите вокруг,волонтеры,врачи,да все просто стали одним единым!Для меня это лучший показатель нашего правительства!Как у нас любят говорить,не зря хлеб едите))Карелия просто проснулась с вами и люди вспомнили,что есть родина))",1,39,0
"О! Саламатина! Как тебе вообще эта ""передача""? Видела как-то давно другие видео, забавно, но подача показалась странной, слишком вычурной. Надо и эту посмотреть, наверняка же качество выросло..",1,26,0
Спасибо Солнышко моё скоро приедем и будем вместе улыбаться друг другу и ржакать))),1,32,0
"user, если считать, что альтруизм-это самопожертвование во благо других, то таким образом я себя уничтожаю! так что я права",1,18,0
"user, это для тебя и таких как ты и пишут )))) чтоб потом вопросов не задавал про деньги и не думал плохо про свою страну и шёл голосовать за то, что им нужно а не тебе))) ты даже не представляешь как глупо тв выглядишь))",2,26,0
"user, как только ты отказался, я ещё два дня поездил никто не звонил по объяве, я плюнул и разобрал её, теперь там новая рулёвка, новые тормоза, новые ступичные, коробка 5ст. кардан собранный на новых узлах и под капотом 105 бодрых коней. Посчитал по деньгам и впал в ужас - вышло как твоя зелёненькая. Это я ещё подвеску не трогал.",2,17,0
"user, я правда не понимаю как дети могут быть помехой и все такое! Они чудесны!",1,22,0
"user, ну да и чтением заодно)))) вот в 40 то лет и можно уже сходить и скоротать вечерок, потому что мозги на месте уже.",1,38,0
"user, Виктория Юрьевна - своего рода легенда в сфере безопасности. Единственная из мне знакомых женщина-телохранитель.",2,34,0
"user, желаю вам всего самого наилучшего.. вижу ваши работы и получаю много полезного, спасибо Вам.",2,37,0
"Так вот почему Царь хороший, а Бояре плохие. Они просто не могут понять, что он написал-то )))",2,30,1
В пингвине брала раза 3-4. Из них 2 раза тухлая.... я похоже счастливчик или там все плохо,1,28,1
"На рт сначала писали, что члены ансамбля погибли и сейчас про доктора... Честно говоря противно читать комменты ( не этой группы, а новостных) - там какая-то вакханалия с радостными повизгиваниями о чужих смертях...",1,26,0
Несут ответственность если с них не требуют луну с неба достать!,2,49,0
"У нас такая большая страна.. Наверняка есть ребята, молодые, которые замечательно играют. Можно ведь подобрать в команду людей, которые смогут защитить честь страны не только в стычках между фанатами, но и на поле. Не просто получать бешеные бабки, а выкладываться. Не спорю-говорить с дивана легко, там-на поле все гораздо сложнее, но со Словакией и Уэльсом - это безобразие!!",1,26,0
"user, мало талонов,ещё же и приходят с талонами,которые дают сами врачи после приёма на следующий приём и плюс там платно взрослым лечат",1,42,0
"user, у него нет кокса, Пенске его обменял на место в кокпите.",2,17,0
"user, можно через шприц закачать именно под шар масло и проверить,если перестанет так скрипеть то меняй))",2,27,0
"Хехе.. раньше таки так и было((( Были еще левые эссеры, анархисты которые за Кропоткина и вообще политическая тусовка была гораздо веселее...",1,44,0
"абсолютно непонятно, насчет 10-го...что будет и чего не будет, и на Невском ли",2,24,0
"в химках московской обл, в домах балконы выкрашены в желто-голубой цвет",1,29,0
Своя Ноша к земле не тянет ))) а наоборо в высь устремляет ))),2,114,0
"user, сорри,я просто не очень внимательно посмотрел...Но уже в полной готовности)",2,44,0
"user, ага, а потом всей страной удивляться будем, что ж у нас одни дети больные рождаются",1,22,1
"user, я обычный работяга, зарплата в среднем около 50к рублей, бывает и 40к, бывает и 80к. Только при чём здесь это? У нас в центре города стоит много домов, у которых нет не только водоснабжения, но и канализации!!! Гадят на улице в -30!!! Вот и всё!! Великая страна!!!",2,39,1
"user, это просто как шутка природы, также как сиамские близнецы и прочее.",2,25,0
"Тут все ясно и было до матча этого, болеем за Юве завтра, вот там интрига я понимаю",1,24,0
"Ну с чем тебя сравнить мне, с летом? А может с утренней звездой? Но где звезде взять столько света, Чтобы соперничать с тобой? Цветов, дурманящая свежесть Весною так волнует нас, Но где цветам найти ту нежность, что У твоих красивых глаз. И с белой птицей на снегу Тебя сравнить я не могу. Ни с чем ты в мире несравнима И потому - неповторима!",2,19,0
"user, ну так или иначе система выборов в США довольно архаичная с множеством дыр. Вот представь что было бы если б для того что бы стать президентом надо пройти внутренний отбор в ЕР или КПРФ. Такой отбор не прошли например Рон Пол и Берни Сандерс не смотря на их исключительную популярность.",2,40,0
"у вас очень интересно с почтой, мне не приходило на ум такое",2,24,0
"Очень бодрые, и кажется, что еще очень молодые родители) здоровья и счастья",1,30,0
РЕБЯТА!!! Какие ВЫ КЛАССНЫЕ!!! И так органично слились с зеленой красотой!!!,1,59,0
Огромное спасибо❤ Народ! Давайте все дружно поддержим Бэкхённи и ребят - они стараются для нас,1,29,0
Все зависит от мастера и как он сделает ! Любую технологию можно сделать плохо и хорошо! )) главное не делать горячие наращивание волос там мастер не в силах сделать без вреда так как аппарат греет капсулу....,1,26,0
почти везде корысть........а как так чтоб бескорыстно? не думать о том что зачтется или воздастся и так далее......?,2,27,0
"user, а я вроде сразу дал понять что с таким недотыкомкой который сыпет вопросами о ""исконных землях русских"" ну никак не интересно!Дышите глубже интеллектуал!))))",2,31,1
"че с разметкой?) у вас дожди?) у нас жара ебашит) Щас пойду на местный ""Арсенал"" смотреть)",2,22,0
"Галина! Какая чудесная дата!!! Поздравляю Вас!!! Любви, здоровья, приятных сюрпризов!!! И всего самого наилучшего!!! Пусть счастье множится с каждым днем!!!",1,44,0
"user, то есть вы хотите сказать, что фактор годового изменения цен на продукты, товары хотя бы первой необходимости изменяются в диапазоне 3% ? В общем с вами все ясно, ваша теория с реальностью даже рядом не стоит.",2,39,0
"помню в TOCA 2 гонял в детстве, там как раз чемпионат 1998 года был)",2,30,0
"user, если бы я открывал магазин вяленой рыбы, повесил бы на входе эту фотку привлекать клиентов:))",2,23,0
"Здавствуйте, не хотите подзаработать? 4O OOO за 7 дней! Предложение ограничено!",1,17,0
если бы они вели себя прилично и не несли с собой исламскую заразу никаких проблем бы не было,2,26,0
"user, ааа, а моя со мной джуниор, у нас media arts вместе. Юль, меня в хор записали :DDDD Я блин певица, ага :D",1,16,1
"user, ну последний пример - Головин. Играет в основе второй год и играет хорошо",2,23,0
"Привет, Юрка!!! Мух отстреливать!!!!! Надо же, его ты первый заметил. Молодец!!",1,33,0
"Вопрос: можно ли будет доехать с продуктами до бабушки-инвалида и до семьи, которая живет в районе фиолента и у них нет машины, а ездить автобусом они не хотят и просят им на машине привезти продукты? как это доказать, что ты туда едешь, а не просто гулять... Например могу фотографию документа инвалидности. Этого достаточно?",1,35,0
"user, благодарю. Меня научили . что перед тем как фотографировать на телефоне, хорошо вытереть объектив его камеры. Это единственное, чем могу добавить качество. А выбор кадра, он чтобы сохранить пойманный момент удивления, что и так можно тоже! И внедрить ощущение сразу в жизнь.",1,59,0
Это ссылка на пост в Феодосийской группе. Обратите пожалуйста внимание на комментарии.,2,36,0
"user, Это точно.Их вопрос про три варианта высоты дверей вообще в ступор вводит,про ступени тоже",2,54,0
"user, нет, хватит с меня школы, отучился уже в свое время)",2,21,0
Невозможно описать какой восторг у меня от твоих треков я часто дерусь под них они дают мне такой заряд что я любого могу уничтожить,2,17,0
"1-2 дня может отвечать на заявку сотрудник тех.поддержки. Игроков больше, чем мастеров, проблемы у всех разные.",1,27,0
"Если честно, не очень верю в пассивный доход, всегда помню про бесплатный сыр ,но очень хочется",1,55,0
Да банально все. Это декарации. Банкуют там другие. Нам подальше нужно от них держаться. Как от чумного барака.,2,49,0
"Как же приятно смотреть и слушать настоящих мужиков, которые становятся редкостью благодаря гейропе. Офигенская подача - коктейль из энергий силы, мужественности и сексуальности. Вы супер!",1,25,0
"как что?О_О он играл Россомаху - кумира моего детства!!!!!!! да и юношества, и зрелости. А Россомаха не может заниматься мужеложеством!!!!!!",2,23,0
"Психиатр показывает картинку что вы видите на этой картинке, я говорю тот слева похож на Джон Уика, а справа на его жертву",2,18,0
"user,требую еще такую акциюШо-то я ни разу на нее не попадала",1,40,0
"Если на все необходимое хватает почему бы нет , у мея если появляется возможность купить что-нибудь для души обязательно трачусь , но у меня трое детей поэтому возможность себя побаловать выподает редко примерно 1000 р .в месяц",1,28,0
"Выследить, когда будут делать разметку дорог, попросить, чтоб отлили. Раз уж тут остроумные комментарии пошли)",1,25,1
"Спасибо,и тебя с наступающим.Пусть в новом году у тебя будет все OK!",1,30,0
"user, и что? Факт, что тот клуб не имеет никакого отношения к этому Сочи и нынешний клуб никогда не выступал под названием Сочи в пфл.",2,31,0
"Я такой видел в соседнем посёлке, но вид не знал. Хочу попытаться вырастить из черенка.",2,52,0
"Значит не хочет правительство, чтоб Россия стала независимым государством. При Сталине бы расстреляли подонков.",2,21,0
"user, не надоело еще???в каждом посте затычка... не здесь,так в нуне",1,24,0
"В том варианте,который попался мне с зонтом не было ни кого.)",2,29,0
"user, да-да, я согласен с вами) Не надо торопиться с вторжением. Пусть сначала эти ""великие укры"" поживут со своим еврозомбированным правительством, вкусят всех прелестей майданной власти, авось мозги встанут на место.",2,24,1
"Продаю наклейки с Грегом, писать в лс ""наклейки "". Дешево ☺",1,17,0
"user, кстати не доходя до него сделали солнечную систему.. очень классно",2,22,0
"user, сначала подтверди что порядок описанный выше выдуманый. А потом излагай свои мысли. Так будет честно. И я рад буду если истинна восторжествует так как если честно я не проверял как организована стая в природе.",2,31,0
"А злая Раша и британские острова у Укрии отжала??? Вот жеж мировое зло то!!! Теперь понятно, почему англичане так хорошо живут... Надо их на бабки ставить. Они нам за это по гроб должны)))",2,36,1
"мы ребенка отправили из лагеря... снимали его с крыш, с берега реки забирали, и пр..7 лет...он всю кровь вожатым выпил. за ним приехала бабушка и начала лупасить по спине. она его ненавидела и он ее...",1,25,0
"Вы ведёте себя по-свински с людьми. Неудивительно, что вам никто нигде не хочет помочь.",1,25,0
"user, а этот персонаж и артист и проститутка. Точно не тронут...",2,55,0
"user, я про себя хотел напомнить . Могу тебя подменить на период отпусков .",2,32,0
"Привет, Алина =) В пятницу 13 планируешь ли стримить? Как идея в The Sinking City если что сыграть?...Думаю прикольно в такую дату хоррор какой нибудь запустить)",2,33,0
"Катя, может в вскр попробукм, почитаю как начинать надо. Смотрю многие девчонки бегают. Не сможем бегать, так хоть походим в темпе. Зато фитнес бесплатно и около дома.",1,34,0
"в моем мозгу плывут дивные мысли о том, как ты падаешь на кетчупе",1,18,0
"ЧУДО не ждите!!!!Чудо это Вы, Евгения! Новые знания откроют новые возможности для вас. Для практики контингент всегда будет, да он уже готов.......... В добрый путь...",1,61,1
"user, нет, тепло в квартиры лично Собянин дал. И воду лично грел. А при Лужкове такого небыло, печками топились, да? Фестиваль очень москвичам нужен! Без него осень не наступит. Более полезного распределения средств трудно придумать",2,39,1
"user, это хорошо , у меня только 1 день в неделю от инета выходит отдых , и то не полностью...",1,40,0
"Денис, ааа...ну, жаль, что не успели, че теперь...пусть земля им будет пухом...",1,23,0
Добрый день! Наконец-то разблокировала страницу. Большое спасибо за поздравления! С прошедшими праздниками! Всем привет! Всех очень люблю и ценю!!,1,52,0
"Ты выдаешь желаемое за действительное. Я пишу так, что тебе понятнее было. У меня богатый опыт общения с разными людьми (2500+ персонала в компании)",2,47,0
а я тоже смотрю ходит как дебил какой то по аудитории xDD а получилось супер))) xDD а заточка был рад что его заточкой рубили))),1,19,0
"я еще не слушал, интернет канал забит под завязку, завтра вечером послушаю ^_^",2,23,0
"Б...ять так и знал ,что что-то произойдет ...а они ещё хотят реставрационные работы проводить...",2,37,0
"user, ох невероятное достижение ) а к кальяну то что столько ненависти?)",2,23,0
"ну вот зачем он в конце строфы такое придыхание делает? Не смог дослушать, как пародия на секс по телефону",2,43,0
"Мой рез-т Олег Блохин))) Я соответственно к вам еду) ""Настоящий мужик, который умеет отвечать за свои слова"" Как приятно девушке это читать в характеристике...)",1,24,1
Цены растут не всё и поднятие пособия на 200-300руб никак не отразится благосостоянии людей.,1,29,0
"Наталья поздравляю с девочкой пусть растёт здоровой и красивой на радость родителям, а маме крепкого здоровья и терпения",1,45,0
"user, ой иди ты на *""* , я каждый день не еду в США что бы русские люди уважали снег . Его мало выпало в этом году и ему нужна защита .",2,32,1
"Было бы и у Юлии достойное занятие, она бы тут и первый комент не писала и другим не указывала бы чем им заняться :) А то все такие умные тут.",1,27,1
"В Skyrim можно драться мечем и щитом, двумя мечами, двумя щитами о_О",2,19,0
"Из всех публикаций действительно ясно,что Васильева не больна,а просто глупая и усиленно прикидывалась своей для украинской стороны.Так же ясно,что скорее всего есть бизнес,связанный с продажей пленных,в котором могут принимать участие наши.Вообщем крайне мерзкая история.",2,27,0
"user, это игра сущий ад .(я так часто в первой части не умирал как во второй ). Посмотрим на прохождение Артура.",2,24,0
"Трактор боулинг ))) Будет завтра, когда все будут в сборе )))))",2,28,0
"Сегодня препараты в лабораторной стадии. к осени надо было проводить тестирование в олабораторном режиме. позднее в опытно. еще позднее в опытно-промышленном... и только потом повсеместно На это уйдет несколько лет. Но такова логика инноваций, в том числе и медицине... а пока пусть вашу душу успокоит интервью проф. Гундарова, мне его мысли о сезонной цикличности симпатичны link Надеюсь на ролик отзовется наша доктор наук",2,72,0
"Никак не хочет военная прокуратура увидеть ""кавказский "" след в этом деле. Конечно, обвинить моего земляка в самоволке- самая лёгкая легенда для следователей.",2,60,0
"user, а на них никакой бирки не сохранилось? крылья... это очень вдохновляет) Я подобного рода не нашла..",1,27,0
"user, я вообще боюсь, когда эти две затихают))) уже начинаю планировать ремонт сразу)",1,26,0
"user, соглашаюсь и вместе с тем не парюсь... и другим не советую))",2,30,0
"Есть совестливые люди... а до этого, что не знали, что все эти выборы фальсификация...",2,69,0
